qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,pid,muni_biggest_prob,politician_helped,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,years_edu,race,religion,income,relative_wellbeing,muni_biggest_prob_noimpute,govt_eval_baseline_noimpute,confid_fedgov_noimpute,confid_justice_noimpute,confid_tce_noimpute,confid_muni_noimpute,ana,accounts,acc_rejected,control,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,flier,turnout,vote_choice,campaign_issue,pol_effort,vote_vig,rejected_should_rerun,vote_vig_cont,pol_honesty_noimpute,vig_treatment,valid_vote,vote,vote_vig_strict,attrited
1497,Garanhuns,2606002,260600205000050,(3) Educação,0,APROVADO COM RESSALVA,49,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,1,1,1,Bom,7,Bom,7,0,0,1,1,3,1,1,7,7,4,2,1,0,Inseguro(a),65,Seguro(a),4,Parda,Católica,3,4,Desemprego/combate ao desemprego,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,3,Educação,1,2,NA,NA,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,1,0,0
1498,Garanhuns,2606002,260600205000050,(2) Gestão Financeira,0,APROVADO COM RESSALVA,42,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,4,2,Regular,7,Bom,7,1,0,1,4,4,4,4,7,7,4,3,2,0,Inseguro(a),93,Inseguro(a),12,Parda,Evangélica Pentecostal,4,4,Saúde/hospitais/postos de saúde,2,4,4,4,4,0,1,0,0,0,0,0,0,0,5,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
1499,Garanhuns,2606002,260600205000050,(3) Educação,0,APROVADO COM RESSALVA,30,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,PSDB,Saúde/hospitais/postos de saúde,0,1,5,Regular,7,Péssimo,7,1,0,1,2,2,3,3,5,7,4,2,1,0,Inseguro(a),45,Seguro(a),5,Branca,Católica,3,4,Saúde/hospitais/postos de saúde,5,2,2,3,3,1,0,0,0,1,0,0,0,0,3,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,NA,1,Não ficaria surpreso(a) de jeito nenhum,1,1,1,1,0
1500,Garanhuns,2606002,260600205000050,(2) Gestão Financeira,0,APROVADO COM RESSALVA,53,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,NA,Desemprego/combate ao desemprego,1,5,2,Bom,7,Bom,7,1,0,1,2,3,5,1,7,7,4,1,1,0,Muito seguro(a),25,Seguro(a),4,Preta,Católica,3,3,Desemprego/combate ao desemprego,2,2,3,5,1,0,1,0,0,0,0,0,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1501,Garanhuns,2606002,260600205000050,(3) Educação,0,APROVADO COM RESSALVA,33,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,NA,Desemprego/combate ao desemprego,0,7,1,Regular,7,Bom,7,1,1,0,7,3,7,7,7,7,1,4,1,0,Seguro(a),1,Seguro(a),12,Branca,Evangélica Pentecostal,3,3,Desemprego/combate ao desemprego,1,7,3,7,7,1,0,0,0,0,0,0,0,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1502,Garanhuns,2606002,260600205000050,(1) Controle,0,APROVADO COM RESSALVA,62,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Péssimo,5,Bom,2,1,0,1,1,1,1,1,7,7,2,4,1,0,Inseguro(a),180,Inseguro(a),4,Parda,Católica,6,2,Saúde/hospitais/postos de saúde,3,1,1,1,1,0,0,0,1,1,0,0,0,0,5,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,1,1,0,0
1503,Garanhuns,2606002,260600205000050,(1) Controle,0,APROVADO COM RESSALVA,27,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,1,1,1,Bom,7,Ótimo,7,1,0,0,4,3,4,6,7,5,1,2,1,0,Muito seguro(a),89,Muito seguro(a),6,Parda,Evangélica Pentecostal,3,3,Saúde/hospitais/postos de saúde,1,4,3,4,6,0,0,0,1,1,0,0,0,0,3,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1504,Garanhuns,2606002,260600205000050,(1) Controle,0,APROVADO COM RESSALVA,25,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Péssimo,7,Péssimo,7,1,0,1,1,1,1,1,6,6,4,3,4,1,Seguro(a),105,Seguro(a),9,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",5,3,Saúde/hospitais/postos de saúde,3,1,1,1,1,0,0,0,1,0,0,0,0,0,7,Educação,0,4,Educação/escolas/creches,2,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,0,0,0,0
1505,Garanhuns,2606002,260600205000100,(2) Gestão Financeira,0,APROVADO COM RESSALVA,50,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,2,Bom,4,Bom,1,0,0,1,1,1,1,1,7,7,1,4,3,0,Seguro(a),93,Inseguro(a),1,Parda,Protestante Tradicional ou Evangélica não Pentecostal,4,3,Saúde/hospitais/postos de saúde,2,1,1,1,1,0,1,0,0,1,0,0,0,0,7,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1506,Garanhuns,2606002,260600205000100,(1) Controle,0,APROVADO COM RESSALVA,27,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,1,4,3,Regular,5,Regular,6,1,0,1,4,4,4,4,6,7,4,1,1,0,Seguro(a),33,Seguro(a),9,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",4,3,Segurança/violência/criminalidade,3,4,4,4,4,0,0,0,1,1,0,0,0,0,2,Gestão Financ.,1,2,Calçamento/asfaltamento/buracos,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,1,0,0
1507,Garanhuns,2606002,260600205000100,(1) Controle,0,APROVADO COM RESSALVA,24,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,2,2,Regular,6,Bom,4,1,0,0,7,7,7,7,7,7,1,1,1,0,Seguro(a),93,Seguro(a),12,Parda,Evangélica Pentecostal,3,2,Desemprego/combate ao desemprego,2,7,7,7,7,0,0,0,1,1,1,0,1,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
1508,Garanhuns,2606002,260600205000100,(2) Gestão Financeira,0,APROVADO COM RESSALVA,64,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Regular,7,1,0,0,1,1,1,1,7,7,1,1,1,0,Seguro(a),93,Seguro(a),3,Parda,Católica,5,2,Saúde/hospitais/postos de saúde,3,1,1,1,1,0,1,0,0,1,0,0,0,0,2,Gestão Financ.,1,4,Segurança/violência/criminalidade,2,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),1,1,0,0,0
1509,Garanhuns,2606002,260600205000100,(2) Gestão Financeira,0,APROVADO COM RESSALVA,49,Muito interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Segurança/violência/criminalidade,0,1,2,Regular,4,Bom,7,1,0,0,1,4,4,4,7,7,4,1,1,0,Seguro(a),93,Seguro(a),9,Parda,Católica,7,3,Segurança/violência/criminalidade,2,1,4,4,4,0,1,0,0,0,0,0,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1510,Garanhuns,2606002,260600205000100,(3) Educação,0,APROVADO COM RESSALVA,61,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Desemprego/combate ao desemprego,0,5,3,Regular,7,Bom,5,1,0,0,1,1,1,1,7,7,1,1,4,0,Seguro(a),93,Seguro(a),2,Parda,Católica,3,3,Desemprego/combate ao desemprego,3,1,1,1,1,1,0,0,0,0,0,0,0,0,5,Educação,1,2,Desemprego/combate ao desemprego,2,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),1,1,1,0,0
1511,Garanhuns,2606002,260600205000100,(3) Educação,0,APROVADO COM RESSALVA,29,Nada interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,1,2,Regular,7,Regular,7,1,0,1,4,3,4,3,7,7,4,4,1,0,Seguro(a),93,Seguro(a),12,Parda,Católica,6,3,Saúde/hospitais/postos de saúde,2,4,3,4,3,1,0,0,0,0,0,0,0,0,5,Educação,1,3,NA,4,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
1512,Garanhuns,2606002,260600205000100,(3) Educação,0,APROVADO COM RESSALVA,24,Pouco interessado(a),0,1,0,Sim,Marina Silva,0,NA,Desemprego/combate ao desemprego,0,1,2,Ótimo,7,Bom,7,1,0,0,4,4,4,4,7,7,3,2,3,0,Seguro(a),1,Seguro(a),10,Preta,Evangélica Pentecostal,6,3,Desemprego/combate ao desemprego,2,4,4,4,4,1,0,0,0,0,0,0,0,0,5,Educação,1,4,Pobreza/miséria,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,0,0,0
1513,Garanhuns,2606002,260600205000107,(2) Gestão Financeira,0,APROVADO COM RESSALVA,42,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,4,2,Bom,7,Bom,7,1,1,0,3,5,5,7,6,6,4,2,3,0,Seguro(a),1,Seguro(a),16,Branca,Católica,6,4,Desemprego/combate ao desemprego,2,3,5,5,7,0,1,0,0,1,0,0,1,0,5,Gestão Financ.,1,2,Desemprego/combate ao desemprego,4,0,Não deveriam ter o direito de disputar a reeleição,4,Pouco surpreso(a),1,1,1,0,0
1514,Garanhuns,2606002,260600205000107,(3) Educação,0,APROVADO COM RESSALVA,18,Interessado(a),0,1,1,Não,Dilma Rousseff,0,NA,Pobreza/miséria,0,5,2,Bom,6,Ótimo,7,1,0,0,4,5,5,6,7,7,2,2,1,0,Seguro(a),17,Seguro(a),12,Branca,Católica,5,3,Pobreza/miséria,2,4,5,5,6,1,0,0,0,0,0,0,0,0,3,Educação,1,2,Pobreza/miséria,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
1515,Garanhuns,2606002,260600205000107,(3) Educação,0,APROVADO COM RESSALVA,69,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,1,1,2,Regular,7,Bom,7,1,0,0,1,1,1,1,7,7,1,1,1,0,Seguro(a),65,Seguro(a),16,Parda,Católica,7,3,Desemprego/combate ao desemprego,2,1,1,1,1,1,0,0,0,1,0,1,0,0,2,Educação,1,4,Desemprego/combate ao desemprego,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1516,Garanhuns,2606002,260600205000107,(1) Controle,0,APROVADO COM RESSALVA,51,Muito interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,2,4,Ruim,7,Regular,7,1,0,1,2,2,3,1,7,7,4,2,2,0,Seguro(a),81,Seguro(a),16,Branca,Católica,7,3,Saúde/hospitais/postos de saúde,4,2,2,3,1,0,0,0,1,1,0,0,0,0,4,Gestão Financ.,1,2,Desemprego/combate ao desemprego,4,0,Não deveriam ter o direito de disputar a reeleição,3,Mais ou menos surpreso(a),0,1,1,0,0
1517,Garanhuns,2606002,260600205000107,(2) Gestão Financeira,0,APROVADO COM RESSALVA,51,Nada interessado(a),1,0,0,Sim,Anulou o voto / votou em branco,0,NA,Saúde/hospitais/postos de saúde,0,1,2,Bom,7,Bom,7,1,0,0,1,1,5,5,6,6,2,2,1,0,Seguro(a),93,Seguro(a),11,Parda,Católica,7,3,Saúde/hospitais/postos de saúde,2,1,1,5,5,0,1,0,0,0,0,0,0,1,3,Gestão Financ.,1,Branco/Nulo,Pobreza/miséria,4,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,0,0,0,0
1518,Garanhuns,2606002,260600205000107,(1) Controle,0,APROVADO COM RESSALVA,18,Pouco interessado(a),0,1,1,Não,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,2,2,Ruim,7,Bom,7,0,0,0,1,1,1,1,7,7,3,1,3,0,Seguro(a),93,Seguro(a),13,Branca,Evangélica Pentecostal,5,4,Saúde/hospitais/postos de saúde,2,1,1,1,1,0,0,0,1,1,0,0,0,0,4,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
1519,Garanhuns,2606002,260600205000107,(3) Educação,0,APROVADO COM RESSALVA,38,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Regular,7,0,0,1,5,5,5,5,7,7,3,2,2,0,Seguro(a),93,Seguro(a),10,Branca,Evangélica Pentecostal,3,3,Saúde/hospitais/postos de saúde,3,5,5,5,5,1,0,0,0,1,0,0,0,0,4,Educação,1,5,NA,1,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),1,1,0,1,0
1520,Garanhuns,2606002,260600205000107,(1) Controle,0,APROVADO COM RESSALVA,28,Nada interessado(a),0,1,0,Não,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,5,1,Ótimo,7,Bom,7,1,1,0,1,1,1,1,5,7,4,3,1,0,Seguro(a),45,Seguro(a),12,Parda,Protestante Tradicional ou Evangélica não Pentecostal,3,4,Desemprego/combate ao desemprego,1,1,1,1,1,0,0,0,1,0,0,0,0,1,4,Gestão Financ.,1,2,NA,NA,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,1,1,0
1521,Garanhuns,2606002,260600205000113,(1) Controle,0,APROVADO COM RESSALVA,36,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,6,1,Regular,7,Bom,1,1,1,0,4,5,3,5,5,6,1,3,3,0,Seguro(a),97,Seguro(a),5,Branca,Evangélica Pentecostal,5,3,Saúde/hospitais/postos de saúde,1,4,5,3,5,0,0,0,1,1,0,0,0,0,6,Gestão Financ.,1,2,NA,4,1,Sim deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),1,1,1,0,0
1522,Garanhuns,2606002,260600205000113,(1) Controle,0,APROVADO COM RESSALVA,60,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,1,Bom,7,Bom,7,1,1,0,1,1,1,1,5,5,2,4,3,0,Muito seguro(a),93,Inseguro(a),16,Amarela,Católica,7,4,Saúde/hospitais/postos de saúde,1,1,1,1,1,0,0,0,1,1,0,0,0,0,7,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
1523,Garanhuns,2606002,260600205000113,(2) Gestão Financeira,0,APROVADO COM RESSALVA,65,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,1,3,Regular,7,Péssimo,7,1,1,0,1,1,1,1,7,7,4,2,3,1,Seguro(a),93,Seguro(a),5,Parda,Protestante Tradicional ou Evangélica não Pentecostal,6,3,Saúde/hospitais/postos de saúde,3,1,1,1,1,0,1,0,0,0,0,1,0,0,5,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1524,Garanhuns,2606002,260600205000113,(2) Gestão Financeira,0,APROVADO COM RESSALVA,65,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,1,Bom,7,Regular,7,0,0,0,1,1,2,1,7,7,1,3,1,0,Muito seguro(a),58,Seguro(a),8,Branca,Católica,7,3,Saúde/hospitais/postos de saúde,1,1,1,2,1,0,1,0,0,1,0,0,0,0,4,Gestão Financ.,1,2,Segurança/violência/criminalidade,4,0,Não deveriam ter o direito de disputar a reeleição,4,Mais ou menos surpreso(a),1,1,1,0,0
1525,Garanhuns,2606002,260600205000113,(3) Educação,0,APROVADO COM RESSALVA,23,Interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Educação/escolas/creches,0,1,1,Ótimo,6,Ótimo,5,1,0,0,4,4,3,5,6,7,2,2,1,0,Inseguro(a),41,Seguro(a),13,Amarela,Católica,4,3,Educação/escolas/creches,1,4,4,3,5,1,0,0,0,0,0,0,1,0,3,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,1,Mais ou menos surpreso(a),0,1,1,1,0
1526,Garanhuns,2606002,260600205000113,(3) Educação,0,APROVADO COM RESSALVA,27,Nada interessado(a),1,0,0,Sim,Anulou o voto / votou em branco,1,PTB,Desemprego/combate ao desemprego,1,7,1,Bom,7,Bom,7,1,0,0,1,1,1,7,7,7,1,4,1,1,Seguro(a),93,Seguro(a),12,Parda,Católica,3,3,Desemprego/combate ao desemprego,1,1,1,1,7,1,0,0,0,0,0,0,0,0,5,Educação,1,2,Educação/escolas/creches,5,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,1,1,0,0
1527,Garanhuns,2606002,260600205000113,(2) Gestão Financeira,0,APROVADO COM RESSALVA,50,Interessado(a),1,0,0,Sim,Marina Silva,1,PSB,Saúde/hospitais/postos de saúde,0,1,2,Bom,7,Ruim,7,1,1,0,1,1,1,1,7,7,1,1,1,0,Seguro(a),73,Inseguro(a),12,Parda,Católica,6,4,Saúde/hospitais/postos de saúde,2,1,1,1,1,0,1,0,0,0,0,0,1,0,2,Gestão Financ.,1,4,Educação/escolas/creches,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1528,Garanhuns,2606002,260600205000113,(1) Controle,0,APROVADO COM RESSALVA,23,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,2,3,Péssimo,7,Ruim,7,1,0,1,1,2,3,2,7,7,2,2,1,0,Seguro(a),93,Seguro(a),10,Parda,Católica,5,3,Saúde/hospitais/postos de saúde,3,1,2,3,2,0,0,0,1,1,0,0,1,0,3,Educação,1,2,Educação/escolas/creches,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,1,1,0
1529,Glória do Goitá,2606101,260610105000002,(1) Controle,0,APROVADO COM RESSALVA,35,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,1,1,Ótimo,7,Bom,7,0,0,1,3,4,5,7,7,7,1,4,1,0,Seguro(a),89,Seguro(a),2,Preta,Evangélica Pentecostal,1,4,Saúde/hospitais/postos de saúde,1,3,4,NA,7,0,0,0,1,1,0,0,0,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Sim deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),0,1,1,1,0
1530,Glória do Goitá,2606101,260610105000002,(3) Educação,0,APROVADO COM RESSALVA,59,Nada interessado(a),1,0,1,Não,Dilma Rousseff,0,NA,Má administração,1,1,5,Péssimo,7,Péssimo,7,1,1,0,1,1,1,1,7,7,4,3,2,1,Seguro(a),80,Seguro(a),10,Parda,Evangélica Pentecostal,3,2,Má administração,5,1,1,1,1,1,0,0,0,0,0,1,1,0,5,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Sim deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1531,Glória do Goitá,2606101,260610105000002,(3) Educação,0,APROVADO COM RESSALVA,64,Muito interessado(a),1,0,0,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,0,0,4,4,4,1,7,7,3,1,1,1,Seguro(a),185,Seguro(a),0,Branca,Católica,3,2,Saúde/hospitais/postos de saúde,5,4,4,4,1,1,0,0,0,1,0,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
1532,Glória do Goitá,2606101,260610105000002,(1) Controle,0,APROVADO COM RESSALVA,34,Interessado(a),1,1,0,Não,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,3,5,Péssimo,7,Regular,4,1,0,0,4,1,5,3,6,4,1,1,2,0,Inseguro(a),101,Seguro(a),12,Preta,Católica,4,3,Saúde/hospitais/postos de saúde,5,4,1,5,3,0,0,0,1,0,0,0,1,0,3,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1533,Glória do Goitá,2606101,260610105000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,19,Muito interessado(a),0,1,0,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,1,4,3,Regular,4,Regular,4,1,1,0,6,6,6,4,7,7,1,1,1,0,Seguro(a),93,Seguro(a),13,Preta,Católica,3,3,Segurança/violência/criminalidade,3,6,6,6,4,0,1,0,0,0,1,0,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1534,Glória do Goitá,2606101,260610105000002,(3) Educação,0,APROVADO COM RESSALVA,19,Nada interessado(a),0,1,0,Sim,Marina Silva,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Regular,7,1,0,0,5,5,5,5,7,7,4,1,2,0,Seguro(a),93,Inseguro(a),14,Preta,Católica,5,3,Saúde/hospitais/postos de saúde,3,5,5,5,5,1,0,0,0,1,0,0,0,0,3,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1535,Glória do Goitá,2606101,260610105000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,39,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Partido do Prefeito(a),Saúde/hospitais/postos de saúde,0,4,2,Bom,7,Bom,7,0,0,1,4,1,5,7,7,7,1,4,1,0,Seguro(a),45,Seguro(a),3,Preta,Católica,3,4,Saúde/hospitais/postos de saúde,2,4,1,NA,7,0,1,0,0,1,0,0,0,0,5,Gestão Financ.,1,1,Educação/escolas/creches,2,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,1,0,0
1536,Glória do Goitá,2606101,260610105000002,(1) Controle,0,APROVADO COM RESSALVA,42,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Desemprego/combate ao desemprego,0,1,2,Bom,7,Bom,7,0,0,0,7,7,7,7,7,7,1,1,1,0,Seguro(a),1,Seguro(a),0,Parda,Católica,3,3,Desemprego/combate ao desemprego,2,7,7,7,7,0,0,0,1,0,0,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,2,0,Não deveriam ter o direito de disputar a reeleição,4,Mais ou menos surpreso(a),1,1,1,0,0
1537,Glória do Goitá,2606101,260610105000005,(1) Controle,0,APROVADO COM RESSALVA,37,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,1,6,2,Regular,3,Regular,3,1,0,0,5,1,1,6,5,7,3,1,4,1,Inseguro(a),57,Seguro(a),8,Parda,Católica,3,3,Segurança/violência/criminalidade,2,5,1,NA,6,0,0,0,1,1,0,1,0,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,2,1,Sim deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
1538,Glória do Goitá,2606101,260610105000005,(3) Educação,0,APROVADO COM RESSALVA,65,Muito interessado(a),1,1,0,Sim,Marina Silva,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,1,Péssimo,7,0,0,0,3,4,1,1,7,7,1,3,2,1,Inseguro(a),151,Inseguro(a),0,Parda,Evangélica Pentecostal,3,3,Saúde/hospitais/postos de saúde,5,3,4,NA,1,1,0,0,0,1,0,0,0,0,5,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1539,Glória do Goitá,2606101,260610105000005,(3) Educação,0,APROVADO COM RESSALVA,33,Nada interessado(a),1,0,0,Sim,Aécio Neves,0,NA,Saneamento básico (água e esgoto),1,4,3,Regular,4,Regular,7,0,0,0,5,7,1,7,7,7,1,1,4,1,Seguro(a),93,Seguro(a),10,Preta,Evangélica Pentecostal,7,4,Saneamento básico (água e esgoto),3,5,7,NA,7,1,0,0,0,0,0,0,1,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1540,Glória do Goitá,2606101,260610105000005,(1) Controle,0,APROVADO COM RESSALVA,61,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Má administração,0,1,3,Regular,7,Ruim,7,0,0,0,1,1,1,1,7,7,1,1,4,1,Seguro(a),80,Seguro(a),2,Branca,Católica,1,2,Má administração,3,1,1,NA,1,0,0,0,1,0,1,0,0,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1541,Glória do Goitá,2606101,260610105000005,(2) Gestão Financeira,0,APROVADO COM RESSALVA,43,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,2,Bom,7,Bom,2,0,0,1,1,3,1,7,7,7,1,1,4,1,Seguro(a),50,Seguro(a),0,Parda,Católica,1,3,Saúde/hospitais/postos de saúde,2,1,3,NA,7,0,1,0,0,1,0,0,0,0,5,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1542,Glória do Goitá,2606101,260610105000005,(1) Controle,0,APROVADO COM RESSALVA,40,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Segurança/violência/criminalidade,1,1,3,Ótimo,7,Péssimo,2,1,0,0,7,1,1,1,7,7,1,1,4,1,Seguro(a),49,Seguro(a),7,Preta,Católica,1,3,Segurança/violência/criminalidade,3,7,1,NA,1,0,0,0,1,0,0,0,0,0,5,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
